"dataResourceUid","images","dcterms:modified","dcterms:language","dcterms:license","rightsHolder","dcterms:accessRights","dcterms:bibliographicCitation","references","institutionID","collectionID","datasetID","institutionCode","collectionCode","datasetName","ownerInstitutionCode","basisOfRecord","informationWithheld","dataGeneralizations","dynamicProperties","provenance","rights","source","dcterms:type","occurrenceID","catalogNumber","recordNumber","recordedBy","individualCount","organismQuantity","organismQuantityType","sex","lifeStage","reproductiveCondition","behavior","establishmentMeans","occurrenceStatus","preparations","disposition","associatedMedia","associatedReferences","associatedSequences","associatedTaxa","otherCatalogNumbers","occurrenceRemarks","organismID","recordID","locationID","higherGeography","continent","waterBody","islandGroup","island","country","countryCode","stateProvince","county","municipality","locality","verbatimLocality","minimumElevationInMeters","maximumElevationInMeters","verbatimElevation","verbatimElevation","minimumDepthInMeters","maximumDepthInMeters","verbatimDepth","verbatimDepth","locationAccordingTo","locationRemarks","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters","coordinatePrecision","verbatimCoordinates","verbatimLatitude","verbatimLatitude","verbatimLongitude","verbatimLongitude","verbatimCoordinateSystem","verbatimCoordinateSystem","verbatimSRS","footprintSRS","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceSources","georeferenceVerificationStatus","georeferenceRemarks"
"dr1411","b35dd9b2-0904-4f64-9a77-022b8b5b9b42","2020-02-16T03:02:07Z","","CC-BY-NC 4.0 (Int)","toohey-forest-wildlife","","","https://www.inaturalist.org/observations/38230026","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© toohey-forest-wildlife some rights reserved","","","https://www.inaturalist.org/observations/38230026","38230026","","","","","","","","","","","PRESENT","","","","","","","","In Bruah Box","","1e4f7a72-38e4-4f54-829b-2ed4ccfb0188","","","","","","","Australia","AU","Queensland","","","","Toohey Forest Park, Nathan, QLD, AU","","","","","","","","","","","-27.544754","153.06069","EPSG:4326","66.0","","","-27.5447537388","","153.0606903749","","EPSG:4326","","","","","","","","",""
"dr1411","1f56212c-401f-46e0-9725-8de8be284ade","2020-07-18T15:14:50Z","","CC-BY-NC 4.0 (Int)","toohey-forest-wildlife","","","https://www.inaturalist.org/observations/53409399","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© toohey-forest-wildlife some rights reserved","","","https://www.inaturalist.org/observations/53409399","53409399","","","","","","","","","","","PRESENT","","","","","","","","Unknown tree","","96b8bea3-6254-4eb6-acbc-7d92983d1b34","","","","","","","Australia","AU","Queensland","","","","Nathan, QLD, AU","","","","","","","","","","","-27.550577","153.053591","EPSG:4326","91.0","","","-27.5505766959","","153.0535914578","","EPSG:4326","","","","","","","","",""
"dr1411","f67572bd-d742-4fcd-b53d-4eaf70890a76","2021-07-05T20:15:46Z","","CC-BY-NC 4.0 (Int)","adamdav","","","https://www.inaturalist.org/observations/66456158","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© adamdav some rights reserved","","","https://www.inaturalist.org/observations/66456158","66456158","","Adamdav","","","","","","","","","PRESENT","","","","","","","","","","262f6815-5e76-4bad-ae30-c7d46abcd0f5","","","","","","","Australia","AU","Queensland","","","","Nanette Court, Alexandra Hills, QLD, AU","","","","","","","","","","","-27.544765","153.233733","EPSG:4326","23.0","","","-27.5447652542","","153.2337326219","","EPSG:4326","","","","","","","","",""
"dr1411","0c01c60f-332d-4333-b92e-56b5d33d4f63","2020-02-16T03:04:30Z","","CC-BY-NC 4.0 (Int)","noosaruth","","","https://www.inaturalist.org/observations/37931304","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© noosaruth some rights reserved","","","https://www.inaturalist.org/observations/37931304","37931304","","Noosaruth","","","","","","","","","PRESENT","","","","","","","","Koala resting in a tree","","e9293adc-6590-49aa-b252-aa9a9cbef575","","","","","","","Australia","AU","Queensland","","","","Sunshine Coast QLD, Australia","","","","","","","","","","","-26.387775","153.027467","EPSG:4326","54.0","","","-26.3877746247","","153.0274670064","","EPSG:4326","","","","","","","","",""
"dr1411","d252120f-2d0d-4178-b11e-e685aa5a1425","2021-07-15T07:26:10Z","","CC-BY-NC 4.0 (Int)","toohey-forest-wildlife","","","https://www.inaturalist.org/observations/87087069","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© toohey-forest-wildlife some rights reserved","","","https://www.inaturalist.org/observations/87087069","87087069","","","","","","","","","","","PRESENT","","","","","","","","Tallowwood","","c5bf6842-fe50-4fd2-bb8f-5d39dd3fbdea","","","","","","","Australia","AU","Queensland","","","","Toohey Forest Park, Nathan, QLD, AU","","","","","","","","","","","-27.54845","153.059696","EPSG:4326","91.0","","","-27.5484501375","","153.0596961115","","EPSG:4326","","","","","","","","",""
"dr1411","4921a53e-e357-4de6-92e0-b7c7938d6f8c","2021-06-17T06:43:18Z","","CC-BY-NC 4.0 (Int)","toohey-forest-wildlife","","","https://www.inaturalist.org/observations/83355322","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© toohey-forest-wildlife some rights reserved","","","https://www.inaturalist.org/observations/83355322","83355322","","","","","","","","","","","PRESENT","","","","","","","","Male. Unknown tree","","4a2f695d-a746-4d20-8f1b-9a9b35c1925f","","","","","","","Australia","AU","Queensland","","","","Griffith University, Nathan, QLD, AU","","","","","","","","","","","-27.551898","153.053949","EPSG:4326","19.0","","","-27.5518977495","","153.053948611","","EPSG:4326","","","","","","","","",""
"dr1411","44fb0fd1-b630-422a-a437-602514d16808","2021-07-10T23:53:39Z","","CC-BY-NC 4.0 (Int)","Ebony","","","https://www.inaturalist.org/observations/80860732","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© Ebony some rights reserved","","","https://www.inaturalist.org/observations/80860732","80860732","","Ebony","","","","","","","","","PRESENT","","","","","","","","","","be86919a-062b-4f47-836b-1efe05c25a67","","","","","","","Australia","AU","Queensland","","","","Gilston QLD 4211, Australia","","","","","","","","","","","-28.033172","153.316742","EPSG:4326","","","","-28.0331722222","","153.3167416667","","EPSG:4326","","","","","","","","",""
"dr1411","84766463-3203-49ce-85b6-9c2c54f8df21","2021-07-05T20:12:24Z","","CC-BY-NC 4.0 (Int)","Bruce McLennan","","","https://www.inaturalist.org/observations/85404767","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© Bruce McLennan some rights reserved","","","https://www.inaturalist.org/observations/85404767","85404767","","Mclennan, Bruce","","","","","","","","","PRESENT","","","","","","","","","","187ded60-b1d1-4f8c-b35d-9b82227cdb29","","","","","","","Australia","AU","Queensland","","","","Cressbrook Creek QLD 4355, Australia","","","","","","","","","","","-27.242537","152.17899","EPSG:4326","","","","-27.2425366667","","152.17899","","EPSG:4326","","","","","","","","",""
"dr1411","0461ae0e-cdf9-4a5d-b259-90831e103ad1","2021-07-05T20:15:19Z","","CC-BY-SA 4.0 (Int)","Greg Tasney","","","https://www.inaturalist.org/observations/69164884","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© Greg Tasney some rights reserved","","","https://www.inaturalist.org/observations/69164884","69164884","","Tasney, Greg","","","","","","","","","PRESENT","","","","","","","","","","011924a0-6555-49c6-96b0-253344c8be02","","","","","","","Australia","AU","Queensland","","","","Camp Hill, Queensland, Australia","","","","","","","","","","","-27.506633","153.084617","EPSG:4326","","","","-27.5066333333","","153.0846166667","","EPSG:4326","","","","","","","","",""
"dr1411","1c797bb8-d482-4fdf-b482-60480720974d","2021-02-16T23:17:04Z","","CC-BY-NC 4.0 (Int)","riazoeller","","","https://www.inaturalist.org/observations/69657286","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© riazoeller some rights reserved","","","https://www.inaturalist.org/observations/69657286","69657286","","Riazoeller","","","","","","","","","PRESENT","","","","","","","","","","c38f4017-1947-44c1-a4a7-f7c8ffed07af","","","","","","","Australia","AU","Queensland","","","","Jimna QLD 4515, Australia","","","","","","","","","","","-26.790077","152.549081","EPSG:4326","50.0","","","-26.7900766557","","152.549080836","","EPSG:4326","","","","","","","","",""
"dr1411","eac0861d-399f-4d2c-9a20-0866d2119a8c","2021-06-08T00:26:29Z","","CC-BY-SA 4.0 (Int)","Greg Tasney","","","https://www.inaturalist.org/observations/81487062","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© Greg Tasney some rights reserved","","","https://www.inaturalist.org/observations/81487062","81487062","","Tasney, Greg","","","","","","","","","PRESENT","","","","","","","","Stringy bark Euc. unsure of species.","","fafa2406-e59a-4f28-b6a5-e2148327fbd1","","","","","","","Australia","AU","Queensland","","","","Buccan QLD 4207, Australia","","","","","","","","","","","-27.747252","153.151952","EPSG:4326","","","","-27.7472516667","","153.1519516667","","EPSG:4326","","","","","","","","",""
"dr1411","ab63d76d-b644-4f14-a594-5f5a961acaae","2021-02-28T13:30:56Z","","CC-BY-NC 4.0 (Int)","toohey-forest-wildlife","","","https://www.inaturalist.org/observations/70237269","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© toohey-forest-wildlife some rights reserved","","","https://www.inaturalist.org/observations/70237269","70237269","","","","","","","","","","","PRESENT","","","","","","","","Stringybark","","1604125c-5d3b-48c2-8e89-d9f72d3ce0a9","","","","","","","Australia","AU","Queensland","","","","Toohey Forest Park, Nathan, QLD, AU","","","","","","","","","","","-27.542287","153.054904","EPSG:4326","145.0","","","-27.5422871499","","153.0549036179","","EPSG:4326","","","","","","","","",""
"dr1411","ec593ab8-e0be-4998-8117-a8aca769daf8","2021-04-30T02:49:57Z","","CC-BY-NC 4.0 (Int)","toohey-forest-wildlife","","","https://www.inaturalist.org/observations/75585860","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© toohey-forest-wildlife some rights reserved","","","https://www.inaturalist.org/observations/75585860","75585860","","","","","","","","","","","PRESENT","","","","","","","","Grey gum","","ffdd91ca-2009-4359-880e-1ad5800651e9","","","","","","","Australia","AU","Queensland","","","","Bapaume Road, Holland Park West, QLD, AU","","","","","","","","","","","-27.534404","153.061874","EPSG:4326","63.0","","","-27.5344041527","","153.0618735082","","EPSG:4326","","","","","","","","",""
"dr1411","128c8a12-2a02-4aaa-9281-2f3ce69a9a06","2021-07-05T20:14:56Z","","CC-BY-NC 4.0 (Int)","toohey-forest-wildlife","","","https://www.inaturalist.org/observations/71544050","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© toohey-forest-wildlife some rights reserved","","","https://www.inaturalist.org/observations/71544050","71544050","","","","","","","","","","","PRESENT","","","","","","","","","","4004f308-2a07-48a4-a578-30adc19bccd4","","","","","","","Australia","AU","Queensland","","","","Ring Road, Nathan, QLD, AU","","","","","","","","","","","-27.551108","153.05744","EPSG:4326","24.0","","","-27.5511075495","","153.0574400298","","EPSG:4326","","","","","","","","",""
"dr1411","7d23c67b-7ed2-44aa-b35a-c6d7837f4b0a","2021-07-05T20:55:22Z","","CC-BY-NC 4.0 (Int)","toohey-forest-wildlife","","","https://www.inaturalist.org/observations/83997120","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© toohey-forest-wildlife some rights reserved","","","https://www.inaturalist.org/observations/83997120","83997120","","","","","","","","","","","PRESENT","","","","","","","","Male feeding in Tallowwood","","4d38cb6f-d62c-45bf-b56e-27793219ed49","","","","","","","Australia","AU","Queensland","","","","Toohey Forest Park, Nathan, QLD, AU","","","","","","","","","","","-27.548436","153.059465","EPSG:4326","186.0","","","-27.5484355574","","153.0594650919","","EPSG:4326","","","","","","","","",""
"dr1411","23451d56-f457-49e1-9536-6b1e24ecc01e","2021-05-09T22:55:13Z","","CC-BY-NC 4.0 (Int)","Boyd Rose","","","https://www.inaturalist.org/observations/78024525","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© Boyd Rose some rights reserved","","","https://www.inaturalist.org/observations/78024525","78024525","","Rose, Boyd","","","","","","","","","PRESENT","","","","","","","","","","64b91cf5-2f69-4e99-8ef5-6044146efa94","","","","","","","Australia","AU","Queensland","","","","Firtree Street, Capalaba, QLD, AU","","","","","","","","","","","-27.563401","153.215081","EPSG:4326","27.0","","","-27.563400995","","153.2150813489","","EPSG:4326","","","","","","","","",""
"dr1411","51c4eae4-6e21-4efd-bef9-c87af5214ecf","2021-08-22T04:35:27Z","","CC-BY-NC 4.0 (Int)","Daniel Townend","","","https://www.inaturalist.org/observations/90833933","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© Daniel Townend some rights reserved","","","https://www.inaturalist.org/observations/90833933","90833933","","Townend, Daniel","","","","","","","","","PRESENT","","","","","","","","","","a874462a-4047-4c1f-9703-065a23ae687d","","","","","","","Australia","AU","Queensland","","","","Daisy Hill QLD 4127, Australia","","","","","","","","","","","-27.624766","153.16885","EPSG:4326","594.0","","","-27.6247660112","","153.1688502256","","EPSG:4326","","","","","","","","",""
"dr1411","9909487e-7e2c-4117-ab8b-a3828993ec3f","2020-10-21T22:28:48Z","","CC-BY-NC 4.0 (Int)","toohey-forest-wildlife","","","https://www.inaturalist.org/observations/63037323","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© toohey-forest-wildlife some rights reserved","","","https://www.inaturalist.org/observations/63037323","63037323","","","","","","","","","","","PRESENT","","","","","","","","Amongst Monkey Rope","","23d435d4-4e09-40a6-9400-2fb7e1b8acfd","","","","","","","Australia","AU","Queensland","","","","Toohey Forest Park, Nathan, QLD, AU","","","","","","","","","","","-27.547288","153.058236","EPSG:4326","61.0","","","-27.5472881564","","153.0582362672","","EPSG:4326","","","","","","","","",""
"dr1411","7c7b2693-e630-4f72-b67f-271a483963c2","2020-06-16T02:31:20Z","","CC-BY-NC 4.0 (Int)","toohey-forest-wildlife","","","https://www.inaturalist.org/observations/49368897","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© toohey-forest-wildlife some rights reserved","","","https://www.inaturalist.org/observations/49368897","49368897","","","","","","","","","","","PRESENT","","","","","","","","Unknown","","41a41619-c81f-4833-ba6c-128b65453aac","","","","","","","Australia","AU","Queensland","","","","Ring Road, Nathan, QLD, AU","","","","","","","","","","","-27.550166","153.04897","EPSG:4326","121.0","","","-27.550165936","","153.0489702388","","EPSG:4326","","","","","","","","",""
"dr1411","88563e1c-4ac1-45d6-94b8-3cad6fe3dd33","2020-09-28T01:34:53Z","","CC-BY-NC 4.0 (Int)","toohey-forest-wildlife","","","https://www.inaturalist.org/observations/57700166","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© toohey-forest-wildlife some rights reserved","","","https://www.inaturalist.org/observations/57700166","57700166","","","","","","","","","","","PRESENT","","","","","","","","And Joey in Tallowwood","","1ca00694-0348-4880-b809-50b2df39c074","","","","","","","Australia","AU","Queensland","","","","Toohey Forest Park, Nathan, QLD, AU","","","","","","","","","","","-27.549154","153.059323","EPSG:4326","66.0","","","-27.5491535804","","153.0593231741","","EPSG:4326","","","","","","","","",""
"dr1411","762069e7-444e-4213-8097-0182fdb55740","2021-07-05T20:20:11Z","","CC-BY-NC 4.0 (Int)","toohey-forest-wildlife","","","https://www.inaturalist.org/observations/52337706","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© toohey-forest-wildlife some rights reserved","","","https://www.inaturalist.org/observations/52337706","52337706","","","","","","","","","","","PRESENT","","","","","","","","In Pink Bloodwood","","67815ca5-493e-42ee-9393-5906b23248ff","","","","","","","Australia","AU","Queensland","","","","Toohey Forest Park, Nathan, QLD, AU","","","","","","","","","","","-27.541804","153.059481","EPSG:4326","99.0","","","-27.5418041363","","153.0594810931","","EPSG:4326","","","","","","","","",""
"dr1411","39840164-04b8-4c10-8729-838dd82d6df3","2020-12-12T00:39:06Z","","CC-BY-NC 4.0 (Int)","toohey-forest-wildlife","","","https://www.inaturalist.org/observations/66430521","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© toohey-forest-wildlife some rights reserved","","","https://www.inaturalist.org/observations/66430521","66430521","","","","","","","","","","","PRESENT","","","","","","","","And very old Joey","","f3edf42a-f137-4042-a379-22de6d41b3eb","","","","","","","Australia","AU","Queensland","","","","Toohey Forest Park, Nathan, QLD, AU","","","","","","","","","","","-27.547258","153.058153","EPSG:4326","66.0","","","-27.5472584129","","153.0581533344","","EPSG:4326","","","","","","","","",""
"dr1411","83703224-3f0f-449f-8abb-c70bff4da08a","2020-06-26T02:34:09Z","","CC-BY-NC 4.0 (Int)","toohey-forest-wildlife","","","https://www.inaturalist.org/observations/50748244","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© toohey-forest-wildlife some rights reserved","","","https://www.inaturalist.org/observations/50748244","50748244","","","","","","","","","","","PRESENT","","","","","","","","","","083e6d8d-fe2f-487f-af30-71867054004c","","","","","","","Australia","AU","Queensland","","","","Ring Road, Nathan, QLD, AU","","","","","","","","","","","-27.549479","153.049481","EPSG:4326","116.0","","","-27.5494794407","","153.049481438","","EPSG:4326","","","","","","","","",""
"dr1411","89379411-c16f-4539-977d-061d6224f9db","2021-01-27T08:52:07Z","","CC-BY-NC 4.0 (Int)","toohey-forest-wildlife","","","https://www.inaturalist.org/observations/68400962","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© toohey-forest-wildlife some rights reserved","","","https://www.inaturalist.org/observations/68400962","68400962","","","","","","","","","","","PRESENT","","","","","","","","Mum and Joey in bloodwood","","f1846b2f-e02a-4ef0-90a7-c155b67550d6","","","","","","","Australia","AU","Queensland","","","","Griffith University, Nathan, QLD, AU","","","","","","","","","","","-27.55219","153.055379","EPSG:4326","41.0","","","-27.5521899596","","153.055378873","","EPSG:4326","","","","","","","","",""
"dr1411","e159c423-5d51-477b-8fb3-73e22238f238","2021-07-05T20:22:58Z","","CC-BY-NC 4.0 (Int)","Susan","","","https://www.inaturalist.org/observations/47367329","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© Susan some rights reserved","","","https://www.inaturalist.org/observations/47367329","47367329","","Susan","","","","","","","","","PRESENT","","","","","","","","","","10882ad7-221b-4e5e-92b1-435256c5633f","","","","","","","Australia","AU","Queensland","","","","Mt Gravatt Outlook Reserve, Mount Gravatt, QLD, AU","","","","","","","","","","","-27.545791","153.072322","EPSG:4326","43.0","","","-27.5457911257","","153.0723218777","","EPSG:4326","","","","","","","","",""
"dr1411","6261d502-0b45-45ff-9432-5601d0c9f95c","2020-10-21T22:32:59Z","","CC-BY-NC 4.0 (Int)","Lesley Hardiman","","","https://www.inaturalist.org/observations/62987276","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© Lesley Hardiman some rights reserved","","","https://www.inaturalist.org/observations/62987276","62987276","","Hardiman, Lesley","","","","","","","","","PRESENT","","","","","","","","","","404190e0-4260-4f4d-83ae-d46b45b35503","","","","","","","Australia","AU","Queensland","","","","Wellington Point QLD 4160, Australia","","","","","","","","","","","-27.490726","153.247161","EPSG:4326","12.0","","","-27.4907263645","","153.2471613114","","EPSG:4326","","","","","","","","",""
"dr1411","606ec5f4-dae8-4b63-8a81-2e3b756c847b","2020-03-12T05:48:07Z","","CC-BY-NC 4.0 (Int)","Susan","","","https://www.inaturalist.org/observations/39857835","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© Susan some rights reserved","","","https://www.inaturalist.org/observations/39857835","39857835","","Susan","","","","","","","","","PRESENT","","","","","","","","","","9d34ea6b-a179-406d-be60-900810593286","","","","","","","Australia","AU","Queensland","","","","Mt Gravatt Outlook Reserve, Mount Gravatt, QLD, AU","","","","","","","","","","","-27.544873","153.069846","EPSG:4326","52.0","","","-27.5448727197","","153.0698455724","","EPSG:4326","","","","","","","","",""
"dr1411","45a5aff1-a2fd-4778-b931-88a2765ab9e4","2020-05-01T11:17:38Z","","CC-BY-NC 4.0 (Int)","Susan","","","https://www.inaturalist.org/observations/44233615","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© Susan some rights reserved","","","https://www.inaturalist.org/observations/44233615","44233615","","Susan","","","","","","","","","PRESENT","","","","","","","","","","1daecb13-ecb1-4dcf-a8a2-8dc07a212323","","","","","","","Australia","AU","Queensland","","","","Mount Gravatt Road, Upper Mount Gravatt, QLD, AU","","","","","","","","","","","-27.547275","153.066673","EPSG:4326","93.0","","","-27.5472751133","","153.0666728471","","EPSG:4326","","","","","","","","",""
"dr1411","cd679fe6-f8f5-40df-af9d-698efbcf49b8","2021-07-05T20:16:56Z","","CC-BY-NC 4.0 (Int)","toohey-forest-wildlife","","","https://www.inaturalist.org/observations/63848918","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© toohey-forest-wildlife some rights reserved","","","https://www.inaturalist.org/observations/63848918","63848918","","","","","","","","","","","PRESENT","","","","","","","","Stringybark","","8042eb93-b60e-4820-a3fd-802c94881394","","","","","","","Australia","AU","Queensland","","","","University Road, Nathan, QLD, AU","","","","","","","","","","","-27.550552","153.057965","EPSG:4326","69.0","","","-27.550551621","","153.0579652299","","EPSG:4326","","","","","","","","",""
"dr1411","bd0cfe53-1725-43eb-b516-a592ac4662b1","2020-04-01T10:22:02Z","","CC-BY-NC 4.0 (Int)","toohey-forest-wildlife","","","https://www.inaturalist.org/observations/41024106","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© toohey-forest-wildlife some rights reserved","","","https://www.inaturalist.org/observations/41024106","41024106","","","","","","","","","","","PRESENT","","","","","","","","Unknown","","5c099dbe-6b48-447e-89fd-4dee1990be3b","","","","","","","Australia","AU","Queensland","","","","Ring Road, Nathan, QLD, AU","","","","","","","","","","","-27.551282","153.057657","EPSG:4326","80.0","","","-27.5512822073","","153.0576568003","","EPSG:4326","","","","","","","","",""
"dr1411","5a3603d8-977e-48b4-aca4-a034a3642b99","2020-03-10T04:29:12Z","","CC-BY-NC 4.0 (Int)","toohey-forest-wildlife","","","https://www.inaturalist.org/observations/39624130","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© toohey-forest-wildlife some rights reserved","","","https://www.inaturalist.org/observations/39624130","39624130","","","","","","","","","","","PRESENT","","","","","","","","In Tallowwood","","3c960a80-f53b-4fb1-885f-6d3a9df8a874","","","","","","","Australia","AU","Queensland","","","","Inter Campus Link, Nathan, QLD, AU","","","","","","","","","","","-27.551845","153.057877","EPSG:4326","67.0","","","-27.5518449844","","153.0578767183","","EPSG:4326","","","","","","","","",""
"dr1411","23ab3e95-5276-48d1-bf42-ff32687bed20","2021-07-05T20:20:17Z","","CC-BY-NC 4.0 (Int)","Liheng Ma","","","https://www.inaturalist.org/observations/51887232","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© Liheng Ma some rights reserved","","","https://www.inaturalist.org/observations/51887232","51887232","","Ma, Liheng","","","","","","","","","PRESENT","","","","","","","","","","bc312f90-f000-430e-b518-91d7f8fef9a6","","","","","","","Australia","AU","Queensland","","","","Amity Point QLD 4183, Australia","","","","","","","","","","","-27.397251","153.45376","EPSG:4326","1930.0","","","-27.3972508","","153.4537599","","EPSG:4326","","","","","","","","",""
"dr1411","c466d012-9efb-4ea5-ab41-42cc4827f922","2021-07-05T20:19:36Z","","CC-BY-NC 4.0 (Int)","theressa","","","https://www.inaturalist.org/observations/57263754","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© theressa some rights reserved","","","https://www.inaturalist.org/observations/57263754","57263754","","Theressa","","","","","","","","","PRESENT","","","","","","","","","","5df684b6-50d7-4b96-b0bb-2f78ee5053de","","","","","","","Australia","AU","Queensland","","","","Lakewood Drive, Burpengary East, QLD, AU","","","","","","","","","","","-27.165289","153.001389","EPSG:4326","10.0","","","-27.16528883","","153.00138889","","EPSG:4326","","","","","","","","",""
"dr1411","9f17e1b0-0e9c-4b0d-8939-8b56ef775305","2021-07-14T07:35:13Z","","CC-BY-NC 4.0 (Int)","toohey-forest-wildlife","","","https://www.inaturalist.org/observations/86954506","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© toohey-forest-wildlife some rights reserved","","","https://www.inaturalist.org/observations/86954506","86954506","","","","","","","","","","","PRESENT","","","","","","","","E.tereticornis","","de8c09a7-8ca2-4e74-ba79-53cea9906389","","","","","","","Australia","AU","Queensland","","","","Bapaume Road, Holland Park West, QLD, AU","","","","","","","","","","","-27.534554","153.062057","EPSG:4326","74.0","","","-27.534553645","","153.0620572609","","EPSG:4326","","","","","","","","",""
"dr1411","e66c9d8d-bfde-45b5-8c71-aec5c8ddd18e","2020-09-30T18:22:32Z","","CC-BY-NC 4.0 (Int)","greg n","","","https://www.inaturalist.org/observations/61261064","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© greg n some rights reserved","","","https://www.inaturalist.org/observations/61261064","61261064","","","","","","","Adult","","","","PRESENT","","","","","","","","This animal occasionally making an awful lot of loud calls for many hours","","b5174dd3-2dba-4a95-9fd5-723c23f718d2","","","","","","","Australia","AU","Queensland","","","","Octantis St Park, Brisbane QLD, Australia","","","","","","","","","","","-27.510335","153.069882","EPSG:4326","5.0","","","-27.5103346632","","153.0698824305","","EPSG:4326","","","","","","","","",""
"dr1411","4c6df829-3270-42b5-853f-95057f2fb258","2021-02-23T14:46:34Z","","CC-BY-NC 4.0 (Int)","dasyurid","","","https://www.inaturalist.org/observations/70022935","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© dasyurid some rights reserved","","","https://www.inaturalist.org/observations/70022935","70022935","","Dasyurid","","","","","","","","","PRESENT","","","","","","","","BCC project koala","","7514dc63-24fa-4fbc-bf85-7c22c5f65228","","","","","","","Australia","AU","Queensland","","","","Meadowlands Picnic Ground, Carindale, QLD, AU","","","","","","","","","","","-27.493855","153.121139","EPSG:4326","6.0","","","-27.493855","","153.1211388333","","EPSG:4326","","","","","","","","",""
"dr1411","dbeaa0f2-b683-4047-bd52-300b8534675e","2020-01-15T05:43:28Z","","CC-BY-NC 4.0 (Int)","miranda005","","","https://www.inaturalist.org/observations/37310579","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","","© miranda005 some rights reserved","","","https://www.inaturalist.org/observations/37310579","37310579","","miranda005","","","","","","","","","PRESENT","","","","","","","","","","3ff705eb-bcca-4a61-851c-cb8feca2ea18","","","","","","","Australia","AU","Queensland","","","","O'Grady Street, Upper Mount Gravatt, QLD, AU","","","","","","","","","","","-27.549243","153.072033","EPSG:4326","29.0","","","-27.5492426863","","153.0720327887","","EPSG:4326","","","","","","","","",""
